name,amenity,highway,barrier,landuse,lat,lon
Saxony,restaurant,,,,15.0340765,73.9905488
Dabbawala,restaurant,,,,21.2524829,81.6638758
Hotel Aryaas,restaurant,,,,9.4913961,76.3374063
Rahanka Toll,,,toll_booth,,27.2022182,78.1147646
Rahanka Toll,,,toll_booth,,27.2022159,78.1144639
Toll,,,toll_booth,,28.1144332,77.5752359
Toll,,,toll_booth,,28.1144776,77.5749816
லாம்சி கேப்,fast_food,,,,13.0656063,80.273769
Guha Pan Ghar,restaurant,,,,26.7021234,88.4162091
Kohli Cafe,restaurant,,,,28.7391895,77.1351639
Juicy,fast_food,,,,12.8445159,77.6656515
PeacefulLake seafood Restaurant,restaurant,,,,9.4919756,76.3654011
Padma Cafe,restaurant,,,,9.6908393,76.338319
Biriyani Kada,restaurant,,,,9.6903839,76.342549
Haldram’s,restaurant,,,,28.615296,77.2782886
Rex's Place,restaurant,,,,15.2516467,73.9208419
Karthik Chicken Center,fast_food,,,,13.0575739,77.626662
Mama’s,restaurant,,,,13.0573793,77.6270261
Parna Kuteera,restaurant,,,,14.4971233,74.3620283
Panthangi Toll Plaza,,,toll_booth,,17.2326798,78.9604454
CIDCO Pay & Park,parking,,,,19.0201729,73.0198932
Laidback Cafe,restaurant,,,,28.5333542,77.2429097
LEO Lets eat out,restaurant,,,,15.6908719,73.7043825
Cng and petrol pump,fuel,,,,23.0289447,72.6734332
Sunset cafe,restaurant,,,,14.5267685,74.3159266
Totem,restaurant,,,,15.683057,73.7060677
Brahmin's cafe,restaurant,,,,12.9608314,77.528917
Aadaminte Chayakkada,restaurant,,,,10.1298799,76.3500409
Hangout,restaurant,,,,15.6831686,73.7042121
Satyam Shivam Hotel,restaurant,,,,26.7243747,88.4139854
Green Valley,restaurant,,,,15.038062,73.9888801
SanMaria,restaurant,,,,15.5545122,73.7568654
Bharat Petroleum,fuel,,,,21.1231321,79.0936728
Street food area,fast_food,,,,22.5408307,88.3441615
Ananda veg restaurant,restaurant,,,,13.0365816,80.2511081
Suzannes,restaurant,,,,15.3135717,73.9118647
Sangeetha veg restaurant,restaurant,,,,13.0354735,80.2493101
Azeez Tea Stall,fast_food,,,,10.6082352,76.0099153
Bharat Petroleum,fuel,,,,14.5741476,74.3835854
Friend's Corner,restaurant,,,,15.5402254,73.7564914
KFC,fast_food,,,,12.8239543,77.6848729
monginis cake shop,fast_food,,,,21.2442651,75.2928542
School's Canteen,restaurant,,,,23.7805467,91.2807423
Bahn Mi & Wok,restaurant,,,,12.9789078,77.640546
Big Fish,restaurant,,,,15.6037423,73.7619896
Devi Upahar,restaurant,,,,12.9597909,77.5269754
The Mahnamahnas,restaurant,,,,15.0481231,73.9846245
Adayar Ananda Bhavan (A2B),restaurant,,,,13.0713977,80.20342
Namma Veedu Vasantha Bhavan,restaurant,,,,13.0572287,80.2117342
Garg's Veggie Point,restaurant,,,,28.7395318,77.123207
Navratna Veg Restaurant - Seawoods,restaurant,,,,19.0119244,73.0143226
Atharva,restaurant,,,,9.9577339,76.2561721
Surf Shack,restaurant,,,,15.684216,73.7039549
3 Page,restaurant,,,,12.9866165,77.579997
Domino's,fast_food,,,,12.9060155,77.5958706
Seasons,restaurant,,,,13.1911701,77.6460017
Udupi Upahara,restaurant,,,,12.8468502,77.6722082
Fattoush,restaurant,,,,12.8931572,77.5987475
Subway,fast_food,,,,12.8967748,77.5997314
New Udupi Upahar,restaurant,,,,12.964262,77.5967957
Come back restaurant,restaurant,,,,15.6888389,73.7127598
Hotel Emerland,restaurant,,,,23.0742871,72.6506214
Voda phone store,,services,,,17.4420114,78.35729
Al lbbik shwrma,fast_food,,,,17.4334434,78.3697384
Chicken pakodi,fast_food,,,,17.4408039,78.3602769
Al saba resturant,restaurant,,,,17.4336913,78.3694867
Kun hyundai service,,services,,,17.4341977,78.3691947
Domino's,fast_food,,,,17.4417982,78.3577844
13 dhaba,restaurant,,,,17.4376619,78.3654841
Simply south,restaurant,,,,17.4426689,78.3571426
Bsnl service center,,services,,,17.4367371,78.3659113
Pizza Hut,restaurant,,,,17.4414476,78.3589374
Paradise,restaurant,,,,17.4424212,78.3564904
Rock deal restaurant  and bar,restaurant,,,,17.4415779,78.3585643
Trendz infinity,,services,,,17.4390276,78.3616642
Santosh dhaba,restaurant,,,,17.4410918,78.3605047
UP THE BISTRO,restaurant,,,,17.4358331,78.3666724
Sweet basket,fast_food,,,,17.4338731,78.3689055
Wasim bike point,,services,,,17.4409817,78.3628033
Pulav curry rice,restaurant,,,,17.4378258,78.3656803
Chak de restaurant,restaurant,,,,17.4395223,78.3638742
DUPMC Canteen,restaurant,,,,21.0242617,75.7071265
dupmc Canteen,restaurant,,,,21.0230316,75.7048837
hotel rasoi garden,restaurant,,,,21.02212,75.7049903
Knopcha,fast_food,,,,13.0578349,77.5875037
Indian oil fuel station,fuel,,,,17.5022583,78.4702527
HP fuel station,fuel,,,,17.5059786,78.4668562
Bharat petroleum fuel station,fuel,,,,17.5067796,78.4663372
Bharat Petroleum,fuel,,,,28.7393538,77.1182573
Dinesh,restaurant,,,,15.0366534,73.990172
Raja Vari Ruchulu,restaurant,,,,17.4885942,78.4136657
Essar PETROL PUMP,fuel,,,,28.3861754,77.3631
Bikaner Misthan Bhandar Faridpur,restaurant,,,,28.3851732,77.3670162
Khatirdari Restaurant,restaurant,,,,28.3833087,77.369564
Hindustan Petroleum,fuel,,,,10.5382935,76.2121755
Sree Suprabhatham - veg restaurant,restaurant,,,,8.9270428,76.5528328
Indian Oil,fuel,,,,11.5401801,79.1319479
Thalassery restaurant,restaurant,,,,12.9258549,77.6757002
Empire,restaurant,,,,12.9251897,77.6743698
Jannat Pslace,restaurant,,,,15.6893442,73.7026802
New Charminar Dhaba,restaurant,,,,15.6677556,76.9035981
झिलमिल पंजाबी ढाबा,restaurant,,,,29.9142441,76.9091144
Hot 'n' Cool,restaurant,,,,11.6570576,75.6579549
Jaali Café,restaurant,,,,14.9996861,74.033997
Sneha Cafe,restaurant,,,,14.9998231,74.0340659
Baa’s Kitchen,restaurant,,,,15.0038913,74.0321704
Cesare’s Cafe,restaurant,,,,15.0047857,74.0316899
The South Indian,restaurant,,,,22.540289,88.3650923
Alkauser,restaurant,,,,28.5651736,77.1672697
China Garden,restaurant,,,,15.6896437,73.7047689
rara avis,restaurant,,,,13.0628795,77.5926056
Rose Appel,restaurant,,,,24.6937935,84.986127
Hawkerz Boxx,restaurant,,,,28.5438862,77.2299571
The American Connection,restaurant,,,,28.5421501,77.2529516
Subway,fast_food,,,,13.0509256,77.6212057
Domino's,fast_food,,,,13.0511064,77.621253
California Burrito,fast_food,,,,13.0510068,77.6212211
Monkey bar & restaurant,restaurant,,,,15.5872243,73.7464188
jyothi restaurant,restaurant,,,,17.5134041,78.4614211
stitching world;rema,restaurant,,,,8.5603091,76.8745258
Dhey kozhikooden,restaurant,,,,8.5594514,76.874729
Hotel New Ariaas,restaurant,,,,8.5574908,76.8752502
Rema Restaurant,restaurant,,,,8.5604672,76.8744404
Service centre,,services,,,8.5430568,76.8922033
Adithya tyre works,,services,,,8.5431263,76.8925264
street food,fast_food,,,,8.5520458,76.8846923
kozhikodan restaurant,restaurant,,,,8.5537002,76.8846508
brothers hotel and catering service,restaurant,,,,8.5553925,76.8842459
dhe kozhikoden,restaurant,,,,8.5594066,76.8747079
Canteen,restaurant,,,,8.5590243,76.8745049
WOW momo,fast_food,,,,13.0508399,77.6211776
KFC,fast_food,,,,13.0511515,77.6214595
Kinara,fast_food,,,,13.0507698,77.6211686
Chung Wah,fast_food,,,,13.0511739,77.6213725
Sizzling Tandoor,fast_food,,,,13.051133,77.6215445
Aaha Andhra,fast_food,,,,13.050685,77.6211396
Indian Oil,fuel,,,,8.4239239,77.0478045
Pathankot,fast_food,,,,13.0510863,77.6216974
Kbs Kofi Bar,restaurant,,,,11.9415251,79.7964322
Domino's,fast_food,,,,10.5232477,76.2254207
Chiching Friend Chicken,restaurant,,,,10.5227361,76.2254059
Domino's,fast_food,,,,13.0451508,77.6209471
Dunkin',fast_food,,,,13.0447975,77.6208872
Papas corner fastfood,fast_food,,,,15.1753284,73.9731367
CIP Lounge Airport Jaipur,restaurant,,,,26.8279302,75.8062494
Reshma,restaurant,,,,20.7140727,70.9917161
Siona,restaurant,,,,15.0129044,74.0231289
Canteen,restaurant,,,,8.5168685,76.9473792
HP,fuel,,,,28.5913884,77.2117736
Indian Oil,fuel,,,,28.5843665,77.1721419
Indian Oil,fuel,,,,28.5869597,77.2121034
Indian Oil,fuel,,,,28.587331,77.1714396
Rimjhim Raj Restaurant,restaurant,,,,25.3516005,78.6391125
Patil Dhaba & Restaurant,restaurant,,,,20.5751613,79.8820635
McDonald's,fast_food,,,,21.1737312,72.7944337
Pazhassi,restaurant,,,,11.8252599,76.0736563
Sanwariya,restaurant,,,,25.4454162,75.6377879
Om Shankri Paradise Beach,restaurant,,,,14.5203913,74.3438209
Pearl Grand,restaurant,,,,28.6611454,77.302603
Udupi Utsav,fast_food,,,,13.0552098,77.6026488
Brahmins Thatte Idli,fast_food,,,,13.048908,77.596861
Srinidhi Sagar,fast_food,,,,13.050471,77.5976521
Goli Vada Pav,fast_food,,,,13.0499864,77.5977223
Kurtikar,restaurant,,,,15.3986852,73.8283762
Dragon panda,restaurant,,,,15.3994132,73.8194544
HP,fuel,,,,26.9331132,75.7963001
Itihaas-Alley Restaurant,restaurant,,,,25.2883186,83.0042819
House of Anna,restaurant,,,,28.630345,77.2776021
Priyanshi South Indian Restaurant,restaurant,,,,28.6329164,77.2808368
Chandra Niwas,restaurant,,,,28.0159877,73.3272598
Out of the Blue,restaurant,,,,26.4888174,74.5521669
Mahabelly Canteen,restaurant,,,,28.5174202,77.1979526
bakers fun,restaurant,,,,16.310838,80.4282085
Essar,fuel,,,,29.6401497,74.2285201
Falafel Corner,fast_food,,,,15.6874763,73.7065932
Hampi Paradise Restaurant,restaurant,,,,15.3055897,76.4740278
Mia Bella,restaurant,,,,28.5535373,77.1941882
Canteen,fast_food,,,,16.2045331,80.0456334
Alpha,restaurant,,,,16.2345584,80.0454607
Navayuga residency,restaurant,,,,16.2233476,80.0486351
Indianoil,fuel,,,,16.2260916,80.0671889
Reliance petrol bunk,fuel,,,,16.2255057,80.066828
Mahesh chicken,restaurant,,,,16.2256464,80.0501887
Chatneys pureveg,fast_food,,,,16.2370832,80.0464297
Bilal Dhum Biriyani,restaurant,,,,16.2271819,80.0509553
Vinus,restaurant,,,,16.2264476,80.0506118
Indianoilbunk,fuel,,,,16.2307829,80.0615759
Best Local,restaurant,,,,24.5823447,73.6796582
hifi fast food,fast_food,,,,16.2277213,80.0490875
Nimakayala baji bireyane point,fast_food,,,,16.2376093,80.0440797
HP Petrol bunk,fuel,,,,16.2381954,80.0431158
RK restaurant,restaurant,,,,16.2389938,80.0416824
Varaha tiffin and fastfood center,fast_food,,,,16.2432661,80.0533746
99 wings fast food,fast_food,,,,16.2279398,80.0488553
rap'z,fast_food,,,,16.2285585,80.0475286
Shawarma,fast_food,,,,16.2287039,80.0459382
Tiffen center,fast_food,,,,16.2344606,80.0450944
Trupthi student mess,fast_food,,,,16.2346907,80.0455725
Tea steal,fast_food,,,,16.2344722,80.0451262
99wings,restaurant,,,,16.234245,80.0459273
Bharat petrol bunk,fuel,,,,16.2299444,80.0630544
Indian petrol bunk,fuel,,,,16.2309214,80.0613149
Hani restaurant,restaurant,,,,16.2352948,80.0464938
Ravi Shankar restaurant,restaurant,,,,16.2401151,80.0549997
Indian oil petrol bunk,fuel,,,,16.2467318,80.0272229
Hp petrol bunk,fuel,,,,16.2567003,80.0130432
Sp family punjabi dabha roti special,restaurant,,,,16.244058,80.0312354
Bharat petroleum,fuel,,,,16.2529458,80.0189178
Bharat petroleum,fuel,,,,16.3528518,79.9502372
Monny punjabi dabha,restaurant,,,,16.3384859,79.9488318
"Food plaza (Gowri shankar tea,tiffins,meals)",fast_food,,,,16.3386648,79.9489009
"Vaishnavi family restaurant veg ,nonveg",restaurant,,,,16.3524677,79.9501763
Velela family restaurant and function hall,restaurant,,,,16.4664248,79.9104407
Bharat petroleum,fuel,,,,16.47989,79.8912704
HP,fuel,,,,16.4622522,79.9179428
Indian oil petrol pump,fuel,,,,16.4718749,79.9046171
Hp fuel station,fuel,,,,16.4786315,79.8965993
Kfc,fast_food,,,,16.4799395,79.8857976
Bharat Petroleum,fuel,,,,32.4927767,75.2575507
Akhepura,,,toll_booth,,27.5080467,75.3442912
Akhepura,,,toll_booth,,27.5079135,75.3442228
HPCL Petrol Pump,fuel,,,,16.238021,80.0544941
Canteen open place,restaurant,,,,16.1986626,80.0571631
Jamindar function plaza,restaurant,,,,16.238239,80.0530404
Petrol Bunk,fuel,,,,16.2118856,80.0532298
"Rk restaurant, brudhavan",restaurant,,,,16.2406413,80.0426582
Hotel Sanman,restaurant,,,,12.9867899,77.5745807
Just eat corner,restaurant,,,,24.5822417,73.6795509
HP,fuel,,,,18.9979515,72.8372765
Mevath chiken pakodi,fast_food,,,,16.4818756,79.8814142
J & p car parking,parking,,,,11.0152399,76.9634018
Jonnalagadda Petrol Pump,fuel,,,,16.239884,80.0776894
Mission Vegetarian Cafe,restaurant,,,,22.5154121,88.3680977
Palempalli Toll gate,,,toll_booth,,14.513468,78.7912226
Palempalli Toll gate,,,toll_booth,,14.5134018,78.79099
Royal China,restaurant,,,,18.9385871,72.8328817
Meera noodles point,fast_food,,,,16.479269,79.8853519
Domino's,fast_food,,,,9.9637937,76.3181473
Indian Oil,fuel,,,,28.5478307,77.2557271
Indraprastha Gas Station,fuel,,,,28.5675278,77.1756357
HP,fuel,,,,28.5673034,77.1887933
Saffire Restaurant,restaurant,,,,10.0241389,76.308015
The Spice Court,restaurant,,,,19.095671,72.9143464
Goa Restaurant,restaurant,,,,24.8506853,79.923336
The tea time (Serving Health),fast_food,,,,26.1969198,78.1589357
Fisherman's,restaurant,,,,15.0122727,74.0235579
RR Coffee House,fast_food,,,,12.9302122,77.5150097
Borguri Petrol Pump,fuel,,,,27.4981589,95.343233
Pulu restaurant,restaurant,,,,26.94627,94.16849
Kafe Tirupati,restaurant,,,,17.441612,78.3914323
cheap tasty south Indian food,restaurant,,,,11.6150034,76.0831081
homely local cheap food,restaurant,,,,9.5989294,76.3276625
McDonald's,fast_food,,,,28.5723405,77.3886677
Indian Oil,fuel,,,,29.2298498,77.0153734
Dharma Swasti,restaurant,,,,11.991032,79.8251295
Manikanta Chinese FastFoods,fast_food,,,,18.7896566,78.9156722
Shiva Sai Restaurant,restaurant,,,,18.7954774,78.9197152
Indian Oil Fuel Station,fuel,,,,18.7876388,78.9141094
Bharath Petrolium Fuel Station,fuel,,,,18.788525,78.9141496
HP Fuel Station,fuel,,,,18.7879765,78.9141979
Sangeeth Family Restaurant,restaurant,,,,18.7872516,78.914055
Kalinga's Kitchen,restaurant,,,,17.4469404,78.3917078
Annapurna Tiffens,restaurant,,,,17.4518379,78.391518
Heritage Plaza Biryani Restaurant,restaurant,,,,21.1231288,79.1096013
H P,fuel,,,,31.9364375,76.4565488
Indian Oil,fuel,,,,31.8427759,76.5127143
H P,fuel,,,,31.825111,76.4896285
बदरिया फूड कोर्ट,restaurant,,,,12.1950037,75.8029416
Indian Oil,fuel,,,,31.7333319,76.5011718
Shri Shiv Sagar Restaurant,restaurant,,,,28.0190231,73.3165422
Petrol Bunk,fuel,,,,12.8157179,80.2292489
Bharat Petroleum Fuel Station,fuel,,,,19.095791,72.9148826
Thali Bhojnalay,restaurant,,,,27.1673658,78.0369412
Keerthi Restaurant,restaurant,,,,9.6280848,76.7752901
Bharat Petroleum,fuel,,,,30.8143839,74.9079741
CanteenS Hg C Canteen,restaurant,,,,23.2657076,77.3460173
amazing veg biryani,restaurant,,,,8.7379238,76.7072874
Narmada Restaurant,restaurant,,,,23.2737474,77.3482334
Canteen,restaurant,,,,23.2729798,77.339681
Shagun,restaurant,,,,23.2721881,77.3388156
New Darbar,restaurant,,,,23.271651,77.3377732
SHUDDH BARFI HOUSE,restaurant,,,,23.2708541,77.3384221
The taste of Nepal,restaurant,,,,23.269664,77.3359347
H P,fuel,,,,31.0912792,74.9786637
Bharat Petroleum,fuel,,,,31.1911759,74.9553451
Tendua (Gorakhpur Bypass),,,toll_booth,,26.7241405,83.2744941
Tendua (Gorakhpur Bypass),,,toll_booth,,26.7239632,83.2743855
Essar,fuel,,,,31.4013409,74.9477866
Angeethee Resturant,restaurant,,,,25.2872587,83.005015
Essar,fuel,,,,31.6897149,74.9085112
Bharat Petroleum,fuel,,,,31.7528527,75.0753386
H P,fuel,,,,31.7826159,75.127435
Indian Oil,fuel,,,,31.888531,75.2756268
H P,fuel,,,,31.9167246,75.2965797
Bharat Petroleum,fuel,,,,32.1302367,75.4706122
Idli & Idiyappam Hotel,restaurant,,,,11.9303055,79.8261616
Coffee & Tiffen,restaurant,,,,11.9300033,79.8258789
Jungle Café & Diner,restaurant,,,,11.9297543,79.8274712
Fire 'N' Ice,restaurant,,,,15.5391033,73.7634916
Reliance Patrol Pump,fuel,,,,8.9924981,76.7937675
Avocado restaurant,restaurant,,,,9.4931743,76.3262548
Burger King,fast_food,,,,10.5500093,76.1829524
Evergreen Restaurant,restaurant,,,,23.2683053,77.3210879
CHIRAYU BACKSIDE CANTEEN,restaurant,,,,23.2703202,77.3089227
Vighaket,,,toll_booth,,24.7895982,78.4487988
Vighaket,,,toll_booth,,24.7888981,78.4481482
Navayuga Devanhally/Sadahalli,,,toll_booth,,13.1937291,77.6497301
Amakathadu,,,toll_booth,,15.4864517,77.9010596
Amakathadu,,,toll_booth,,15.4864238,77.9011963
Restaurant La Terrasse,restaurant,,,,11.9250661,79.8331911
Cherry Olive,restaurant,,,,15.5541623,73.7562037
Annapurna,restaurant,,,,17.4433326,78.3916667
Bharat Petroleum,fuel,,,,13.0053314,77.5937908
Malabar restaurant,restaurant,,,,32.2385044,76.3238397
Kalamata,restaurant,,,,28.5626341,77.2688626
Tea Shop,restaurant,,,,11.3855019,76.0704384
Sheroe's Hangout Cafe,restaurant,,,,26.8504815,80.9775141
Mysore Cafe,restaurant,,,,17.4076028,78.476885
Fatehpur,,,toll_booth,,25.1217266,76.5731634
Rithola,,,toll_booth,,24.8501337,74.5821167
Rithola,,,toll_booth,,24.8500417,74.5822741
Truffles,restaurant,,,,13.0224106,77.6397927
Bhagya Veg Hotel,restaurant,,,,12.8905373,77.6447752
Adani CNG station,fuel,,,,28.4007547,77.3742263
Krishna Cafe,restaurant,,,,28.6411123,77.2136081
Kafe Kuber,restaurant,,,,15.597201,73.7484187
Babina,,,toll_booth,,25.2169105,78.4645836
Babina,,,toll_booth,,25.2169365,78.4644376
Simliya,,,toll_booth,,25.1698492,76.1305529
Madina Korsan,,,toll_booth,,28.9268561,76.4422738
Dahar,,,toll_booth,,29.3192347,76.9184469
Dahar,,,toll_booth,,29.3191251,76.9185137
Gharaunda (Karnal),,,toll_booth,,29.5844019,76.9790092
Sambhu (Ghaggar),,,toll_booth,,30.4039019,76.7368532
Sambhu (Ghaggar),,,toll_booth,,30.4038313,76.7360486
Joya,,,toll_booth,,28.8363387,78.4206133
Joya,,,toll_booth,,28.8362324,78.4206298
Brijghat,,,toll_booth,,28.7679057,78.1082436
Brijghat,,,toll_booth,,28.7677932,78.1082116
Siwaya,,,toll_booth,,29.0956163,77.711052
Siwaya,,,toll_booth,,29.0956238,77.7109204
Lasedi,,,toll_booth,,28.7120108,75.4815866
Chaudhriwas,,,toll_booth,,28.9980908,75.6045359
Triyakhetal,,,toll_booth,,28.4803073,79.2838991
Triyakhetal,,,toll_booth,,28.4802884,79.2836778
Madrak,,,toll_booth,,27.804033,78.087012
Tundla,,,toll_booth,,27.2184797,78.2724083
Tundla,,,toll_booth,,27.2181126,78.2722982
Barajod (Bara),,,toll_booth,,26.385291,80.0190694
Barajod (Bara),,,toll_booth,,26.3853889,80.0190068
Rajapur Maksudan,,,toll_booth,,25.5917761,81.8416935
Rajapur Maksudan,,,toll_booth,,25.5918725,81.8440067
Rajapur Maksudan,,,toll_booth,,25.5896044,81.8431107
Rajapur Maksudan,,,toll_booth,,25.5895183,81.8410112
Handia/Sujala,,,toll_booth,,25.3787045,82.1568266
Handia/Sujala,,,toll_booth,,25.378765,82.1566468
Beliyad,,,toll_booth,,23.7638872,86.7987893
Ghanghri,,,toll_booth,,24.0301149,85.9487631
Ghanghri,,,toll_booth,,24.0300708,85.9482991
Lalanagar,,,toll_booth,,25.2682211,82.4858538
Lalanagar,,,toll_booth,,25.2674186,82.4889331
Lakhanpur/ Rajbagh,,,toll_booth,,32.3824137,75.6036665
Lakhanpur/ Rajbagh,,,toll_booth,,32.3824644,75.5987477
Ban Toll Plaza,,,toll_booth,,32.8390241,74.9404945
Ban Toll Plaza,,,toll_booth,,32.8389968,74.9402989
Kachkoot,,,toll_booth,,33.8744627,75.0433644
Kachkoot,,,toll_booth,,33.8743181,75.0431984
Gharaunda (Karnal),,,toll_booth,,29.5810543,76.9784212
Bhagan Toll Plaza,,,toll_booth,,29.0530943,77.0655023
Gwalior Bypass (Mehra),,,toll_booth,,26.1974778,78.2408038
Gwalior Bypass (Mehra),,,toll_booth,,26.197536,78.240739
Raibha,,,toll_booth,,27.1776076,77.8112818
Allonia,,,toll_booth,,22.269708,79.5450541
Allonia,,,toll_booth,,22.2696961,79.5451713
Titarpani,,,toll_booth,,23.2338552,79.0471692
Chitora,,,toll_booth,,23.7253857,78.8092163
Chitora,,,toll_booth,,23.7253802,78.8090913
Daroda,,,toll_booth,,20.4505936,78.7553534
Daroda,,,toll_booth,,20.4506729,78.755268
Borkhedi (Nagpur ByPass),,,toll_booth,,20.8548212,78.9629094
Manoharabad,,,toll_booth,,17.8011605,78.4717377
Manoharabad,,,toll_booth,,17.8011379,78.4716024
Sai Darbar,restaurant,,,,19.0498802,72.9261006
Sanmani Restaurant,restaurant,,,,23.0236978,72.5995018
Hôtel Udupi,restaurant,,,,11.9370978,79.8311361
Night Food Market,restaurant,,,,25.4513777,81.8738372
Night Food Market,fast_food,,,,25.4509157,81.8738052
Indian Oil,fuel,,,,20.0798043,80.672115
Vaghasia,,,toll_booth,,22.4231089,71.08884
Vaghasia,,,toll_booth,,22.4230268,71.0887861
Bhalgam,,,toll_booth,,23.9205115,71.7881447
Bhalgam,,,toll_booth,,23.9204598,71.7882871
Undavariya/ Sirohi,,,toll_booth,,24.6336335,72.9070274
Undavariya/ Sirohi,,,toll_booth,,24.6335199,72.9070847
Aroli,,,toll_booth,,25.0911883,75.1990537
Aroli,,,toll_booth,,25.0910895,75.1990466
Semri,,,toll_booth,,25.8800242,79.2103638
Semri,,,toll_booth,,25.8799196,79.2103738
Usaka ( Chamari),,,toll_booth,,26.0366983,79.5779609
Usaka ( Chamari),,,toll_booth,,26.0365907,79.578008
Salemgarh Toll Tax,,,toll_booth,,26.6317885,84.2383153
Salemgarh Toll Tax,,,toll_booth,,26.6316972,84.2382365
Ronahi,,,toll_booth,,26.7680012,81.9496039
Ronahi,,,toll_booth,,26.7678031,81.9495234
Ahmadpur,,,toll_booth,,26.8584563,81.422503
Maithi,,,toll_booth,,26.1127384,85.5650305
Maithi,,,toll_booth,,26.1126346,85.5649611
Parsoni Khem,,,toll_booth,,26.4517755,85.0228016
Asanpur,,,toll_booth,,26.2977767,86.6328273
Asanpur,,,toll_booth,,26.2978469,86.6329229
Misha’s Beach Shack,restaurant,,,,15.222484,73.9291151
Aasam,restaurant,,,,30.7556637,76.907169
Guabari,,,toll_booth,,26.4763139,89.7564903
Guabari,,,toll_booth,,26.4769261,89.7566217
Badopatti,,,toll_booth,,29.2991524,75.8199495
Barkheda (Chandlai),,,toll_booth,,26.688259,75.9047793
Barkheda (Chandlai),,,toll_booth,,26.6881906,75.9046312
Sonwa (Sonva),,,toll_booth,,26.109908,75.7448057
Sonwa (Sonva),,,toll_booth,,26.1098404,75.7448999
Methoon,,,toll_booth,,24.4200218,76.5035372
Indore Dewas (Indore Bypass),,,toll_booth,,22.8247035,75.9383333
Indore Dewas (Indore Bypass),,,toll_booth,,22.8246811,75.9385277
Ambur Biriyani,restaurant,,,,12.9702401,77.6939474
Momo Center,fast_food,,,,12.9687775,77.6935639
Gopal Dhaba,restaurant,,,,12.9690025,77.6934988
Hot Chips,fast_food,,,,12.9688212,77.6934744
Cheeky Chilli,restaurant,,,,15.0125192,74.023715
Four Seasons Cafe,restaurant,,,,32.237564,76.3242268
Surya Residency,restaurant,,,,10.5604716,78.321391
Hotel Parking,parking,,,,12.2568694,79.6763974
Padma Vilasam,restaurant,,,,12.2565758,79.6766496
Salt 'N Pepper,restaurant,,,,12.8486726,77.67046
Wok Express,fast_food,,,,19.0652996,72.8615569
Rajwada Thal™,restaurant,,,,19.0655213,72.8616144
Kailash Sarovar,restaurant,,,,19.0654768,72.8616466
Domino's,fast_food,,,,19.0612691,72.8494902
HP Petrol & Diesel Pump,fuel,,,,19.0646847,72.8607694
Domino's,fast_food,,,,19.064626,72.8607826
McDonald's,fast_food,,,,19.0653617,72.8616414
Shesha Classic,restaurant,,,,15.276592,73.9581502
Roadhouse Cafe,restaurant,,,,28.5498228,77.2354791
Avocado Garden,restaurant,,,,15.0095553,74.0285183
Jadoh,restaurant,,,,25.5700007,91.8937153
Chopsticks,restaurant,,,,32.24376,77.1892318
The Curry House,restaurant,,,,15.5184359,73.7669699
Cafebackpacker,restaurant,,,,25.4456546,75.637749
Domino's,fast_food,,,,17.4413058,78.3808629
Melting pot,restaurant,,,,17.4414144,78.3812898
Dunkin',fast_food,,,,17.4412709,78.3813752
HP,fuel,,,,28.5567908,77.2068923
Badhai Sweets,fast_food,,,,18.5884685,73.7842119
Mehfil hotel,restaurant,,,,17.3986952,78.4935837
Garden Café,restaurant,,,,21.5192524,70.4733448
Reddy's Biryani Zone,restaurant,,,,18.5882951,73.7846923
Durga Restaurant,restaurant,,,,18.588175,73.7840419
Merazo,restaurant,,,,18.5884915,73.7794317
Hyderabad House,restaurant,,,,18.5940742,73.7338784
Mughal Mahal,restaurant,,,,18.5940533,73.7352396
Ciroc,restaurant,,,,15.6250658,73.72952
Rasi chettinad restaurant,restaurant,,,,11.9151643,79.8113
Chings,fast_food,,,,13.0554077,77.6026614
Sri sai hot chips,fast_food,,,,13.0551877,77.6015928
Anu Sri,fast_food,,,,13.0551933,77.6016426
Ruchi curry point,fast_food,,,,13.055175,77.6003703
Maa Binduvasini Chats corner,fast_food,,,,13.0554214,77.6028101
Urban Spice,restaurant,,,,18.6994554,73.6927045
Barbeque Nation,restaurant,,,,28.6309182,77.2169211
Indira Canteen,fast_food,,,,12.9664528,77.6575588
Coffee & More,restaurant,,,,17.9259944,73.6573718
Bharat Petroleum,fuel,,,,17.9263687,73.6572897
Kayees' Fast Food,fast_food,,,,10.0816585,76.36448
Poonam Haveli,restaurant,,,,24.579998,73.6829165
Pimpalgaon,,,toll_booth,,20.1415442,73.9765635
Fast food joint,fast_food,,,,12.9657658,77.6495401
Bangarpet chats,fast_food,,,,13.0756823,77.6034145
Shri Mahastri Refreshments,restaurant,,,,13.0756865,77.6037087
Udupi Upahar,restaurant,,,,13.0687358,77.6035241
Hotel Guru Nanak,restaurant,,,,13.0755514,77.6041885
Klassy Namkeen Mart,fast_food,,,,13.0551718,77.6012008
Victual Restaurant,restaurant,,,,25.2440952,91.7240799
Takshshila Food Court,restaurant,,,,23.0275402,72.559229
Jai Jalaram Parontha House,restaurant,,,,23.0246356,72.5714777
PARKING ZONE,parking,,,,18.7776606,84.0944348
Maa Mahema Dhaba,restaurant,,,,20.2915417,85.8192837
Ambur Star Biriyani,restaurant,,,,11.3017372,77.5999546
Ashiana,restaurant,,,,28.670219,77.32871
chick n fish,restaurant,,,,28.668858,77.32995
